"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"Row183",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row184",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row185",0.0179605302026775,0,0.0171146974169708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row186",0.0179605302026775,0,0.0163441582767839,0,0,0.0165612103474653,0,0,0,0,0,0,0,0,0,0,0,0
"Row187",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row188",0.0179605302026775,0,0.0126887193350082,0,0,0.014848522081327,0,0,0,0,0,0,0,0,0,0,0,0
"Row189",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row190",0.0179605302026775,0,0.0134987467538126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row191",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row192",0.0179605302026775,0,0.0107491534474697,0,0,0.0111044559723535,0,0,0,0,0,0,0,0,0,0,0,0
"Row193",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row194",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row195",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row196",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row197",0.0179605302026775,0,0.0143261517168781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row198",0.0179605302026775,0,0.0167926062017264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row199",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row200",0.0179605302026775,0.0157546273636394,0,0.0165594580265872,0,0,0,0,0.0216501625603593,0,0,0,0,0,0,0,0,0
"Row201",0.0179605302026775,0.0158039863558811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row202",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row203",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row204",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row205",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row206",0.0179605302026775,0.0147374472147751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row207",0.0179605302026775,0.0137393152875379,0,0.0135386096140874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row208",0.0179605302026775,0.0207291227287568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row209",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row210",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row211",0.0179605302026775,0.0195497152433377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row212",0.0179605302026775,0.0151748559768838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row213",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row214",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row215",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row216",0.0179605302026775,0.0148176041789279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row217",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row218",0.0179605302026775,0.0173372943441795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row219",0.0179605302026775,0.0198569165407814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row220",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row221",0.0179605302026775,0.0161862622115917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row222",0.0179605302026775,0.0217747909240522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row223",0.0179605302026775,0.011713403194103,0,0.0159430201487106,0,0,0,0.0203826757060794,0,0,0,0,0,0.0252472996977657,0,0,0,0
"Row224",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row225",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row226",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row227",0.0179605302026775,0.0134120649564212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row228",0.0179605302026775,0.0122914553852365,0,0.0136011641739713,0,0,0,0.014627108297435,0,0,0,0,0,0,0,0,0,0
"Row229",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row230",0.0179605302026775,0.0125610743116625,0,0.0133978718233233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row231",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row232",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row233",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row234",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row235",0.0179605302026775,0.0168402487504842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row236",0.0179605302026775,0.0179899257726156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row237",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row238",0.0179605302026775,0.0183308192092042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row239",0.0179605302026775,0.0151472562626027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row240",0.0179605302026775,0.0170987745225506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row241",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row242",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row243",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row244",0.0179605302026775,0.00926078589047382,0,0.0197497785003827,0,0,0,0,0.0227445004079048,0,0,0,0,0,0,0,0,0
"Row245",0.0179605302026775,0.0145011485511681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row246",0.0179605302026775,0.0133094175000084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row247",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row248",0.0179605302026775,0.0197871761558296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row249",0.0179605302026775,0.0191454554298404,0,0.0115664119552888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row250",0.0179605302026775,0.0162407370081493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row251",0.0179605302026775,0.0132845718435471,0,0.016282366411388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row252",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row253",0.0179605302026775,0.0213391082085682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row254",0.0179605302026775,0.0154176029695087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row255",0.0179605302026775,0.0159331460505529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row256",0.0179605302026775,0.0176773887273582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row257",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row258",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row259",0.0179605302026775,0.0122300106325871,0,0.0129006994995122,0,0,0,0,0.0298946297469484,0,0,0,0,0,0,0,0,0
"Row260",0.0179605302026775,0.0194884677903027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row261",0.0179605302026775,0.0151909943697472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row262",0.0179605302026775,0.0183818419431531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row263",0.0179605302026775,0.0118892150861873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row264",0.0179605302026775,0.0171083802508637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row265",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row266",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row267",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row268",0.0179605302026775,0.0161200601420259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row269",0.0179605302026775,0.0124499165836151,0,0.0161313307311838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row270",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
