"V1","V2","V3","V4","V5"
"Row323",0.0377964473009227,0.0407696632239562,0,0,0.112927483760493
"Row324",0.0377964473009227,0.0884361935872387,0,0,0.0717691828098079
"Row325",0.0377964473009227,0.0593218006338898,0,0,0.101357602494115
"Row326",0.0377964473009227,0.0635018524324239,0,0,0.0818824889257429
"Row327",0.0377964473009227,0.0652438063013616,0,0,0.05990768899539
"Row328",0.0377964473009227,0.0901933250648935,0,0,0.124338333059929
"Row329",0.0377964473009227,0.0902546376241816,0,0,0.0595693283304262
"Row330",0.0377964473009227,0.0721602967145755,0,0,0.133032838514111
"Row331",0.0377964473009227,0.0781653365982758,0,0,0.105266817532147
"Row332",0.0377964473009227,0.0727557931205269,0,0,0.141339138658224
"Row333",0.0377964473009227,0.04928705027827,0,0,0.0798059108234538
"Row334",0.0377964473009227,0.0487823593676066,0,0,0.071982577970818
"Row335",0.0377964473009227,0.0876239908265599,0,0,0.106362929901092
"Row336",0.0377964473009227,0.0692441169528991,0,0,0.0578491267275159
"Row337",0.0377964473009227,0.0711515742511838,0,0,0.144158007085689
"Row338",0.0377964473009227,0.0752409043750783,0,0,0.104351939955566
"Row339",0.0377964473009227,0.0633483107192582,0,0,0.0778432616814394
"Row340",0.0377964473009227,0.0661862903785973,0,0,0.065477293295497
"Row341",0.0377964473009227,0.0499476969021075,0,0,0.105838530804165
"Row342",0.0377964473009227,0.0710225045638085,0,0,0.133357788452312
"Row343",0.0377964473009227,0.0648801527963621,0,0,0.111304667166519
"Row344",0.0377964473009227,0.0480264531076845,0,0,0.13932083257186
"Row345",0.0377964473009227,0.0680479283284957,0,0,0.0942767351001974
"Row346",0.0377964473009227,0.0581276891048458,0,0,0.114943633475355
"Row347",0.0377964473009227,0.0653152456450459,0,0,0.105814569428018
"Row348",0.0377964473009227,0.0397779563385731,0,0,0.0676682021004089
"Row349",0.0377964473009227,0.0870026313688704,0,0,0.0832091639784001
"Row350",0.0377964473009227,0.0793192980566171,0,0,0.117199216951728
"Row351",0.0377964473009227,0.0829266939244398,0,0,0.0451304666853191
"Row352",0.0377964473009227,0.0721968617542729,0,0,0.134747883891664
"Row353",0.0377964473009227,0.066344557644312,0,0,0.141936846591317
"Row354",0.0377964473009227,0.0734723184085611,0,0,0.111213571846773
"Row355",0.0377964473009227,0.0761316584765723,0,0,0.147911781880909
"Row356",0.0377964473009227,0.0683307455565955,0,0,0.0819737428976137
"Row357",0.0377964473009227,0.0770778465725264,0,0,0.0758630024764425
"Row358",0.0377964473009227,0.0640917125408626,0,0,0.119037933897153
"Row359",0.0377964473009227,0.054904082094329,0,0,0.111841773707197
"Row360",0.0377964473009227,0.0909486439887958,0,0,0.105346441602834
"Row361",0.0377964473009227,0.0683325436348568,0,0,0.105784476220508
"Row362",0.0377964473009227,0.0726832699495187,0,0,0.0373161852396587
"Row363",0.0377964473009227,0.0671774014678061,0,0,0.0868403201712047
"Row364",0.0377964473009227,0.0494671446660813,0,0,0.0912482690626698
"Row365",0.0377964473009227,0.0548857397797774,0,0,0.105717664184349
"Row366",0.0377964473009227,0.0726305786757867,0,0,0.105738660275527
"Row367",0.0377964473009227,0.0455897193784076,0,0,0.109672552575166
"Row368",0.0377964473009227,0.0419310735425594,0,0,0.0570478221289849
"Row369",0.0377964473009227,0.0480129815459305,0,0,0.0849003383940542
"Row370",0.0377964473009227,0.0839308630488802,0,0,0.0647395830707612
"Row371",0.0377964473009227,0.0764083096501914,0,0,0.1313524022756
"Row372",0.0377964473009227,0.0607269546540418,0,0,0.0827415162998358
"Row373",0.0377964473009227,0.0645317113051499,0,0,0.0642611476964507
"Row374",0.0377964473009227,0.0739845219973373,0,0,0.100788472926507
"Row375",0.0377964473009227,0.0778331070635046,0,0,0.0544996041813775
"Row376",0.0377964473009227,0.0609027698353325,0,0,0.0973195591266965
"Row377",0.0377964473009227,0.0609523255156284,0,0,0.135745777268685
"Row378",0.0377964473009227,0.0683559781235993,0,0,0.101734189872691
"Row379",0.0377964473009227,0.0644962400755647,0,0,0.0591533018204081
"Row380",0.0377964473009227,0.0492535564306888,0,0,0.0750539244666992
"Row381",0.0377964473009227,0.0746257552471076,0,0,0.086183129754919
"Row382",0.0377964473009227,0.0745998460825837,0,0,0.0722104123738072
"Row383",0.0377964473009227,0.0782901651390047,0,0,0.169230721879806
"Row384",0.0377964473009227,0.0911629216621987,0,0,0.058265184602097
"Row385",0.0377964473009227,0.0659747810321039,0,0,0.0622263941635215
"Row386",0.0377964473009227,0.0751673987536522,0,0,0.102637381332172
"Row387",0.0377964473009227,0.0778227829367442,0,0,0.0570865028021684
"Row388",0.0377964473009227,0.0623140347469685,0,0,0.123065384792754
"Row389",0.0377964473009227,0.0484475789959279,0,0,0.103342795146552
"Row390",0.0377964473009227,0.082392165821777,0,0,0.0607997837967113
"Row391",0.0377964473009227,0.0783993317586929,0,0,0.0909052598160978
"Row392",0.0377964473009227,0.0789709165701629,0,0,0.065243559884824
"Row393",0.0377964473009227,0.0708316294060218,0,0,0.113256228182305
"Row394",0.0377964473009227,0.0735738285242589,0,0,0.120114896351606
"Row395",0.0377964473009227,0.0453149704891511,0,0,0.0845812807323653
"Row396",0.0377964473009227,0.0721837812939031,0,0,0.118030429038446
"Row397",0.0377964473009227,0.0736201303500208,0,0,0.122190979999887
"Row398",0.0377964473009227,0.0602871060211764,0,0,0.107038585389104
"Row399",0.0377964473009227,0.064833441101324,0,0,0.0645562469210315
"Row400",0.0377964473009227,0.0625221934126966,0,0.0661118636275174,0
"Row401",0.0377964473009227,0.0754632049204434,0,0.0915060577849286,0
"Row402",0.0377964473009227,0.0595863896132947,0,0.115332470266911,0
"Row403",0.0377964473009227,0.0760307044403168,0,0.134250429476403,0
"Row404",0.0377964473009227,0.0610095149183697,0,0.151734871923843,0
"Row405",0.0377964473009227,0.055729697183076,0,0.129357812210999,0
"Row406",0.0377964473009227,0.0795296406535666,0,0.162479037613155,0
"Row407",0.0377964473009227,0.0638428687109966,0,0.114078521836952,0
"Row408",0.0377964473009227,0.0470970324082459,0,0.112485357609928,0
"Row409",0.0377964473009227,0.056016500171691,0,0.101119145162911,0
"Row410",0.0377964473009227,0.0327694474935761,0,0.094848058251032,0
"Row411",0.0377964473009227,0.0639015405664509,0,0.0816752815574775,0
"Row412",0.0377964473009227,0.0674751520656812,0,0.0855843959281156,0
"Row413",0.0377964473009227,0.049253556690855,0,0.110394612867617,0
"Row414",0.0377964473009227,0.0615785666736199,0,0.122713952125968,0
"Row415",0.0377964473009227,0.0626868531004454,0,0.0823217811261936,0
"Row416",0.0377964473009227,0.0619751329040163,0,0.0757584235005951,0
"Row417",0.0377964473009227,0.0958673195868038,0,0.133009737797832,0
"Row418",0.0377964473009227,0.0769187282100556,0,0.0695432507954354,0
"Row419",0.0377964473009227,0.0569108152312523,0,0.0711720354878064,0
"Row420",0.0377964473009227,0.0464646537197835,0,0.100939991891829,0
"Row421",0.0377964473009227,0.0434463643535209,0,0.110349317996108,0
"Row422",0.0377964473009227,0.0682436061794572,0,0.116843080944592,0
"Row423",0.0377964473009227,0.0519797851923214,0,0.115109045404388,0
"Row424",0.0377964473009227,0.0666205494032237,0,0.0903845284080364,0
"Row425",0.0377964473009227,0.0603528320631762,0,0.104361654195579,0
"Row426",0.0377964473009227,0.0458216210233487,0,0.0537194567727348,0
"Row427",0.0377964473009227,0.0576035836873523,0,0.171945266236108,0
"Row428",0.0377964473009227,0.0851701788665134,0,0.119419558743262,0
"Row429",0.0377964473009227,0.0676939382549102,0,0.124661833913845,0
"Row430",0.0377964473009227,0.041695808310331,0,0.118847424421218,0
"Row431",0.0377964473009227,0.0521837290752339,0,0.0616463844105535,0
"Row432",0.0377964473009227,0.0833640635038529,0,0.0889222452960817,0
"Row433",0.0377964473009227,0.0535637830501989,0,0.0964011669430972,0
"Row434",0.0377964473009227,0.0585442358980156,0,0.110414240545467,0
"Row435",0.0377964473009227,0.0970896427825055,0,0.0793363859444819,0
"Row436",0.0377964473009227,0.0854613299132994,0,0.0915631216622488,0
"Row437",0.0377964473009227,0.0569005067230566,0,0.0752020388144254,0
"Row438",0.0377964473009227,0.04949048480179,0,0.0862547202291762,0
"Row439",0.0377964473009227,0.0703174228787744,0,0.0658834033750786,0
"Row440",0.0377964473009227,0.0339048485247968,0,0.0651687825654547,0
"Row441",0.0377964473009227,0.068806870861188,0,0.10141301267654,0
"Row442",0.0377964473009227,0.0367373378141167,0,0.118662167554466,0
"Row443",0.0377964473009227,0.0320800719732086,0,0.0892314341450222,0
"Row444",0.0377964473009227,0.0319090593790036,0,0.0475348883492894,0
"Row445",0.0377964473009227,0.038621894308392,0,0.0828428027322321,0
"Row446",0.0377964473009227,0.0572538318586465,0,0.104894127491843,0
"Row447",0.0377964473009227,0.0591077971516999,0,0.119534616970602,0
"Row448",0.0377964473009227,0.0648024132054757,0,0.0904330345325457,0
"Row449",0.0377964473009227,0.0496996801590406,0,0.155655835307411,0
"Row450",0.0377964473009227,0.0761913610649947,0,0.089951557639341,0
"Row451",0.0377964473009227,0.0506420214364971,0,0.0758798855539572,0
"Row452",0.0377964473009227,0.0739421840378502,0,0.0972575372596527,0
"Row453",0.0377964473009227,0.0742904705937722,0,0.0561085885831235,0
"Row454",0.0377964473009227,0.0674022848611684,0,0.118696922971584,0
"Row455",0.0377964473009227,0.0546383671087394,0,0.0717607433521613,0
"Row456",0.0377964473009227,0.0535931051836077,0,0.0653693423035656,0
"Row457",0.0377964473009227,0.0608730636044119,0,0.0474866429998725,0
"Row458",0.0377964473009227,0.0299661175979065,0,0.0947137700689497,0
"Row459",0.0377964473009227,0.0501825651054427,0,0.102317110590737,0
"Row460",0.0377964473009227,0.0858362469989915,0,0.0675338560576211,0
"Row461",0.0377964473009227,0.0569535263629901,0,0.0888083147387901,0
"Row462",0.0377964473009227,0.0603047066488657,0,0.0647353868329433,0
"Row463",0.0377964473009227,0.0660233974564267,0,0.103702815909197,0
"Row464",0.0377964473009227,0.0451603003678778,0,0.156149912414803,0
"Row465",0.0377964473009227,0.072185091670543,0,0.110025498914958,0
"Row466",0.0377964473009227,0.032765925359001,0,0.0944919885676077,0
"Row467",0.0377964473009227,0.0691550459797953,0,0.0378452381845139,0
"Row468",0.0377964473009227,0.0687814192082488,0,0.10498953424337,0
"Row469",0.0377964473009227,0.0566033398463233,0,0.107719959330927,0
